# DEGORA gene-symbol retirement table
# source	https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt
# snapshot_date	2026-09-02
# source_sha256	854162118530e929f06249f3349465dd5fe0515fcccf0347f463e833609c1270
# rule	unambiguous HGNC prev_symbol -> approved symbol; a previous symbol that is itself an approved symbol, names more than one approved symbol, is accession- or number-shaped, belongs to an Excel date-damage family, or is a token whose non-gene meaning dominates in a spreadsheet is not listed
# counts	approved_records=45045; previous_symbols_seen=15746; dropped_symbol_reused_as_current=230; dropped_ambiguous_target=84; dropped_not_a_symbol_token=2; dropped_excel_date_family=29; dropped_non_gene_token=3; kept=15398
previous_symbol	current_symbol
LINC03119	LINC03122
LINC2194	LINC02194
LINS	LINS1
LIPD	LPL
LIPL1	LIPJ
LIPL2	LIPK
LIPL3	LIPM
LIPL4	LIPN
LIPN3L	LPIN3
LKP	DHX9
LLCDL1	FADS1
LLCDL2	FADS2
LLCDL3	FADS3
LLCFC1	SOFU1
LLGL	LLGL1
LLH	PLOD1
LLPH-AS1	LLPH-DT
LMLN2	CIROP
LMN1	LMNA
LMN2	LMNB2
LMNL1	LMNA
LMO6	PRICKLE3
LMO7DN-IT1	LMO7DN
LMP2	PSMB9
LMP7	PSMB8
LMX1	LMX1A
LNHR	SELL
LNX	LNX1
LOC100505495	PCAT19
LOC285498	RNF212
LOH11CR2A	VWA5A
LOH12CR1	BORCS5
LOH18CR1	TNFRSF11A
LOH19CR1	RPS19
LOH3CR2A	LINC00312
LOR	LORICRIN
LP	LPA
LPC1	ANXA1
LPC2A	ANXA2P1
LPC2B	ANXA2P2
LPC2C	ANXA2P3
LPC2D	ANXA2
LPGP1	THRSP
LPHH1	ADGRL2
LPHN1	ADGRL1
LPHN2	ADGRL2
LPHN3	ADGRL3
LPHN3-AS1	ADGRL3-AS1
LPI	SLC7A7
LPS	IRF6
LQT	KCNQ1
LQT2	KCNH2
LQT4	ANK2
LRDD	PIDD1
LRIG4	LRRC4B
LRMP	IRAG2
LRN	LRCH4
LRP2BP-AS1	SNX25
LRP7	LRP5
LRRC11	SLITRK5
LRRC12	SLITRK1
LRRC16	CARMIL1
LRRC16A	CARMIL1
LRRC16B	CARMIL3
LRRC21	LRIT1
LRRC22	LRIT2
LRRC29	FBXL9P
LRRC3-AS1	LRRC3-DT
LRRC33	NRROS
LRRC35	TBCEL
LRRC37A4	LRRC37A4P
LRRC37B2	LRRC37BP1
LRRC3DN	LRRC3
LRRC44	LRRIQ3
LRRC48	DRC3
LRRC5	LRRC8D
LRRC50	DNAAF1
LRRC54	TSKU
LRRC58-DT	BTNL12P
LRRC6	DNAAF11
LRRC62	ELFN2
LRRC67	PPP1R42
LRRC68	PPP1R37
LRRC6P1	DNAAF11P1
LRRC74	LRRC74A
LRRC75A-AS1	SNHG29
LRRC8	LRRC8A
LRRIQ2	CEP97
LRRN5	LRRN2
LRRN6A	LINGO1
LRRN6B	LINGO3
LRRN6C	LINGO2
LRRN6D	LINGO4
LRS1	FLNB
LSAMP-AS2	LINC00903
LSAMP-AS3	TUSC7
LSAMP-AS4	LINC00901
LSFC	LRPPRC
LSH	SLC11A1
LSM12P	LSM12P1
LSM6P	LSM6P1
LSMD1	NAA38
LTB4DH	PTGR1
LTB4H	CYP4F3
LTN	XCL1
LU	BCAM
LUZP3	LRRC2-AS1
LUZP3P	LRRC2-AS1
LUZP5	NCAPG2
LUZPP1	LRRC2-AS1
LW	ICAM4
LY117	NCR3
LY64	CD180
LY86-AS	LY86-AS1
LY86AS	LY86-AS1
LY94	NCR1
LY95	NCR2
LYAM1	SELL
LYCAT	LCLAT1
LYP	SH2D1A
LYPDC1	LYPD1
LYPDC2	LYPD2
LYPLA2L	LYPLA2P1
LYPLA3	PLA2G15
LYRM5	ETFRF1
LYSAL1	ENTPD4
LZTR2	SEC16B
M11S1	CAPRIN1
M17S1	FLOT2
M17S2	NBR1
M1S1	TACSTD2
M3S1	TM4SF1
M4S1	EPCAM
M6PRBP1	PLIN3
M6S1	ENPP1
M7V1	SLC1A5
MAAT1	MRPL28
MAATS1	CFAP91
MACC1-DT	GIRGL
MACIF	CD59
MACS	MARCKS
MACSL1	MARCKSP1
MAD	MXD1
MAD2L1P	MAD2L1P1
MADH1	SMAD1
MADH2	SMAD2
MADH3	SMAD3
MADH4	SMAD4
MADH5	SMAD5
MADH8	SMAD7
MADH9	SMAD9
MADHIP	ZFYVE9
MAEG	EGFL6
MAFG-DT	MILIP
MAFIPL	TEKT4P2
MAGE1	MAGEA1
MAGE10	MAGEA10
MAGE11	MAGEA11
MAGE12	MAGEA12
MAGE2	MAGEA2
MAGE3	MAGEA3
MAGE4	MAGEA4
MAGE5	MAGEA5P
MAGE6	MAGEA6
MAGE7	MAGEA7P
MAGE8	MAGEA8
MAGE9	MAGEA9
MAGEA5	MAGEA5P
MAGEA7	MAGEA7P
MAGEB6P1	MAGEB6B
MAGOH2	MAGOH2P
MAGOHP	MAGOH3P
MAK10	NAA35
MAK3	NAA50
MAM	SGCG
MAMDC1	MDGA2
MAN1B1-AS1	MAN1B1-DT
MANA	MAN2C1
MANA1	MAN2C1
MANA2	MAN2A1
MANB	MAN2B1
MANEA-AS1	MANEA-DT
MAP11	TRAPPC14
MAP1L	MAP1A
MAP2K1IP1	LAMTOR3
MAP2K2L	MAP2K1P2
MAP3K7IP1	TAB1
MAP3K7IP2	TAB2
MAP3K7IP3	TAB3
MAPE	PRAME
MAPK6PS1	MAPK6P1
MAPK6PS2	MAPK6P2
MAPK6PS3	MAPK6P3
MAPK6PS4	MAPK6P4
MAPK6PS5	MAPK6P5
MAPK6PS6	MAPK6P6
MAPK8IPP	MAPK8IP1P1
MAPKSP1	LAMTOR3
MAPRE1P	MAPRE1P1
MAPTL	MAPT
MARCH10-DT	MARCHF10-DT
MARCH11-AS1	MARCHF11-AS1
MARKL1	MARK4
MARS	MARS1
MAS1LP	MAS1LP1
MASA	L1CAM
MASP1P1	MASP2
MASS1	ADGRV1
MATP	SLC45A2
MATR1	SLCO2A1
MB21D1	CGAS
MBD3L	MBD3L1
MBL	MBL2
MBL1P1	MBL1P
MBNL	MBNL1
MBNT	LAPTM4A
MBOAT5	LPCAT3
MCART1	SLC25A51
MCART2	SLC25A52
MCART3P	SLC25A51P1
MCART4P	SLC25A51P2
MCART5P	SLC25A51P3
MCART6	SLC25A53
MCDC1	CHST6
MCDR2	PROM1
MCFD2L	MCFD2P1
MCIN	MCIDAS
MCKD1	MUC1
MCM3AP-AS	MCM3AP-AS1
MCM3APAS	MCM3AP-AS1
MCMDC1	MCM9
MCNAA	BPHL
MCP	CD46
MCPH2	WDR62
MCPH3	CDK5RAP2
MCPH4	KNL1
MCPH5	ASPM
MCPH6	CPAP
MCPHA	SLC25A19
MCPL	CD46P1
MCS	ZC4H2
MCSP	SMCP
MCTS2P	MCTS2
MDC	ADAM11
MDCR	PAFAH1B1
MDF2	ITGB1
MDG1	DNAJB9
MDGI	FABP3
MDM1	SAXO6
MDONA	LINC01455
MDR1	ABCB1
MDR3	ABCB4
MDRS1	SELENON
MDS	PAFAH1B1
MDS1	MECOM
MDU1	SLC3A2
MDU2	CD44
MDU3	CD44
MEA	MEA1
MEAX	VMA21
MEB	POMGNT1
MECL1	PSMB10
MECT1	CRTC1
MED	SCN8A
MED14-AS1	MED14OS
MED14P	MED14P1
MED15P	MED15P1
MED15P2	MED15P9
MED4-AS	MED4-AS1
MEF	MEFV
MEF2AP	MEF2AP1
MEF2BNB	BORCS8
MEF2BNB-MEF2B	BORCS8-MEF2B
MEF2BNBP1	BORCS8P1
MEGF12	PEAR1
MEIR5	SFR1
MEIS1-AS1	MEIS1-AS2
MEIS4	MEIS3P1
MEKK1	MAP3K1
MEKK2	MAP3K2
MEKK3	MAP3K3
MEKK4	MAP3K4
MEKK5	MAP3K5
MEL	RAB8A
MEMO1P	MEMO1P1
MEN2A	RET
MEN2B	RET
MEOX2-AS1	LINC02587
MEP1AL1	MEP1AP1
MEP1AL2	MEP1AP2
MER6	CD47
MERRF	MT-TK
MESDC1	TLNRD1
MESDC2	MESD
MEST-IT1	MESTIT1
METT10D	METTL16
METT11D1	METTL17
METT5D1	METTL15
METT5D2	METTL15P1
METTL10	EEF1AKMT2
METTL11A	NTMT1
METTL11B	NTMT2
METTL12	CSKMT
METTL19	TRMT44
METTL2	METTL2B
METTL20	ETFBKMT
METTL21B	EEF1AKMT3
METTL21CP1	METTL21EP
METTL21D	VCPKMT
METTL7A	TMT1A
METTL7AP1	TMT1AP1
METTL7B	TMT1B
MF4	FGF16
MFI2	MELTF
MFI2-AS1	MELTF-AS1
MFI7	ITGB2
MFS1	FBN1
MFS2	TGFBR2
MFSD10	SLC75A1
MFSD13A	SLC68A1
MFSD13B	SLC68A2P
MFSD14A	SLC71A1
MFSD14A-AS1	SLC71A1-AS1
MFSD14B	SLC71A2
MFSD14C	SLC71A3P
MFSD14CP	SLC71A3P
MFSD2	MFSD2A
MFSD3	SLC33A2
MFSD4	SLC60A1
MFSD4A	SLC60A1
MFSD4A-AS1	SLC60A1-AS1
MFSD4B	SLC60A2
MFSD4B-DT	SLC60A2-DT
MFSD4BP1	SLC60A2P1
MFSD5	SLC61A1
MFSD7	SLC49A3
MFSD9	SLC67A2
MFTL	RPS3A
MGA1	CUBN
MGAT	MGAT1
MGB1	SCGB2A2
MGB2	SCGB2A1
MGC1	CHRDL1
MGCR	MN1
MGDF	THPO
MGEA	MIA2
MGEA5	OGA
MGEA6	MIA2
MGF	KITLG
MGSA	CXCL1
MGST1L1	PTGES
MHAM	PTEN
MHC2TA	CIITA
MHF1	CENPS
MHF2	CENPX
MHP	CACNA1A
MHP1	CACNA1A
MHP2	ATP1A2
MHS	RYR1
MHS1	RYR1
MHS3	CACNA2D1
MHS5	CACNA1S
MIC10	CD46
MIC11	CD59
MIC18	EPCAM
MIC2	CD99
MIC2L1	CD99L2
MIC2R	CD99P1
MIC2X	CD99
MIC2Y	CD99
MIC3	CD9
MIC4	CD44
MIC5	L1CAM
MICALCL	MICAL2
MIFD	MIF4GD
MIG	CXCL9
MIN1	CD59
MIN2	CD59
MIN3	CD59
MINA	RIOX2
MINOS1	MICOS10
MINOS1-NBL1	MICOS10-NBL1
MINOS1P1	MICOS10P1
MINOS1P2	MICOS10P2
MINOS1P3	MICOS10P3
MINOS1P4	MICOS10P4
MINT1	APBA1
MINT2	APBA2
MIP224	PSMC4
MIR	MARCHF8
MIR1-1HG-AS1	CRMA
MIR103-1	MIR103A1
MIR103-1AS	MIR103B1
MIR103-2	MIR103A2
MIR103-2AS	MIR103B2
MIR1184	MIR1184-1
MIR1201	SNORD126
MIR1233	MIR1233-1
MIR1244	MIR1244-1
MIR1245	MIR1245A
MIR1259	SNORD12
MIR1260	MIR1260A
MIR1268	MIR1268A
MIR1269	MIR1269A
MIR1270-1	MIR1270
MIR1270-2	MIR1270
MIR1295	MIR1295A
MIR133BHG	LINCMD1
MIR143HG	CARMN
MIR147	MIR147A
MIR151	MIR151A
MIR190	MIR190A
MIR1972	MIR1972-1
MIR203	MIR203A
MIR219-1	MIR219A1
MIR219-2	MIR219A2
MIR2964A	MIR219B
MIR3130-3	MIR3130-1
MIR3130-4	MIR3130-2
MIR3135	MIR3135A
MIR3150	MIR3150A
MIR3155	MIR3155A
MIR3198	MIR3198-1
MIR323	MIR323A
MIR3545	MIR203B
MIR3607	SNORD138
MIR3647	SNORD111B
MIR3648	MIR3648-1
MIR365-1	MIR365A
MIR365-2	MIR365B
MIR3670	MIR3670-1
MIR3680	MIR3680-1
MIR3688	MIR3688-1
MIR3690-1	MIR3690
MIR3690-2	MIR3690
MIR371	MIR371A
MIR374AHG	FTX
MIR378	MIR378A
MIR4433	MIR4433A
MIR4435-1HG	MIR4435-2HG
MIR4436B	MIR4436B1
MIR4444	MIR4444-1
MIR4482-1	MIR4482
MIR451	MIR451A
MIR4520A	MIR4520-1
MIR4520B	MIR4520-2
MIR4524	MIR4524A
MIR453	MIR323B
MIR4536	MIR4536-1
MIR4666	MIR4666A
MIR4674HG	NALT1
MIR4697HG	IGSF9B
MIR486	MIR486-1
MIR499	MIR499A
MIR500	MIR500A
MIR511-1	MIR511
MIR511-2	MIR511
MIR514-1	MIR514A1
MIR514-2	MIR514A2
MIR514-3	MIR514A3
MIR544	MIR544A
MIR549	MIR549A
MIR550-1	MIR550A1
MIR550-2	MIR550A2
MIR583HG	CAST
MIR6077-1	MIR6077
MIR6077-2	MIR6077
MIR6089-1	MIR6089
MIR6089-2	MIR6089
MIR642	MIR642A
MIR644	MIR644A
MIR644B	MIR664B
MIR663	MIR663A
MIR664	MIR664A
MIR7112-1	MIR7112
MIR7112-2	MIR7112
MIR7515HG	LINC03156
MIR8069-2	MIR8069
MIR886	VTRNA2-1
MIRHG1	MIR17HG
MIRHG2	MIR155HG
MIRL	CD59
MIRLET7DHG	LINC02603
MIRN1-1	MIR1-1
MIRN1-2	MIR1-2
MIRN100	MIR100
MIRN101-1	MIR101-1
MIRN101-2	MIR101-2
MIRN103-1	MIR103A1
MIRN103-1AS	MIR103B1
MIRN103-2	MIR103A2
MIRN103-2AS	MIR103B2
MIRN105-1	MIR105-1
MIRN105-2	MIR105-2
MIRN106A	MIR106A
MIRN106B	MIR106B
MIRN107	MIR107
MIRN10A	MIR10A
MIRN10B	MIR10B
MIRN1178	MIR1178
MIRN1179	MIR1179
MIRN1180	MIR1180
MIRN1181	MIR1181
MIRN1182	MIR1182
MIRN1183	MIR1183
MIRN1184	MIR1184-1
MIRN1185-1	MIR1185-1
MIRN1185-2	MIR1185-2
MIRN1197	MIR1197
MIRN1200	MIR1200
MIRN1201	SNORD126
MIRN1202	MIR1202
MIRN1203	MIR1203
MIRN1205	MIR1205
MIRN1206	MIR1206
MIRN1207	MIR1207
MIRN1208	MIR1208
MIRN122	MIR122
MIRN1224	MIR1224
MIRN1225	MIR1225
MIRN1226	MIR1226
MIRN1227	MIR1227
MIRN1228	MIR1228
MIRN1229	MIR1229
MIRN122A	MIR122
MIRN1231	MIR1231
MIRN1233	MIR1233-1
MIRN1234	MIR1234
MIRN1236	MIR1236
MIRN1237	MIR1237
MIRN1238	MIR1238
MIRN124-1	MIR124-1
MIRN124-2	MIR124-2
MIRN124-3	MIR124-3
MIRN1243	MIR1243
MIRN1244	MIR1244-1
MIRN1245	MIR1245A
MIRN1246	MIR1246
MIRN1247	MIR1247
MIRN1248	MIR1248
MIRN1249	MIR1249
MIRN124A1	MIR124-1
MIRN124A2	MIR124-2
MIRN124A3	MIR124-3
MIRN1250	MIR1250
MIRN1251	MIR1251
MIRN1252	MIR1252
MIRN1253	MIR1253
MIRN1255A	MIR1255A
MIRN1255B1	MIR1255B1
MIRN1255B2	MIR1255B2
MIRN1256	MIR1256
MIRN1257	MIR1257
MIRN1258	MIR1258
MIRN1259	SNORD12
MIRN125A	MIR125A
MIRN125B1	MIR125B1
MIRN125B2	MIR125B2
MIRN126	MIR126
MIRN1260	MIR1260A
MIRN1261	MIR1261
MIRN1262	MIR1262
MIRN1263	MIR1263
MIRN1264	MIR1264
MIRN1265	MIR1265
MIRN1266	MIR1266
MIRN1267	MIR1267
MIRN1268	MIR1268A
MIRN1269	MIR1269A
MIRN127	MIR127
MIRN1270	MIR1270
MIRN1271	MIR1271
MIRN1272	MIR1272
MIRN1275	MIR1275
MIRN1276	MIR1276
MIRN1277	MIR1277
MIRN1278	MIR1278
MIRN1279	MIR1279
MIRN128-1	MIR128-1
MIRN128-2	MIR128-2
MIRN1281	MIR1281
MIRN1282	MIR1282
MIRN1283-1	MIR1283-1
MIRN1283-2	MIR1283-2
MIRN1284	MIR1284
MIRN1285-1	MIR1285-1
MIRN1285-2	MIR1285-2
MIRN1286	MIR1286
MIRN1287	MIR1287
MIRN1288	MIR1288
MIRN1289-1	MIR1289-1
MIRN1289-2	MIR1289-2
MIRN128A	MIR128-1
MIRN128B	MIR128-2
MIRN129-1	MIR129-1
MIRN129-2	MIR129-2
MIRN1290	MIR1290
MIRN1291	MIR1291
MIRN1292	MIR1292
MIRN1293	MIR1293
MIRN1294	MIR1294
MIRN1295	MIR1295A
MIRN1296	MIR1296
MIRN1297	MIR1297
MIRN1298	MIR1298
MIRN1299	MIR1299
MIRN1301	MIR1301
MIRN1302-1	MIR1302-1
MIRN1302-2	MIR1302-2
MIRN1302-3	MIR1302-3
MIRN1302-4	MIR1302-4
MIRN1302-5	MIR1302-5
MIRN1302-6	MIR1302-6
MIRN1302-7	MIR1302-7
MIRN1302-8	MIR1302-8
MIRN1303	MIR1303
MIRN1304	MIR1304
MIRN1305	MIR1305
MIRN1306	MIR1306
MIRN1307	MIR1307
MIRN130A	MIR130A
MIRN130B	MIR130B
MIRN132	MIR132
MIRN1321	MIR1321
MIRN1322	MIR1322
MIRN1323	MIR1323
MIRN1324	MIR1324
MIRN133A1	MIR133A1
MIRN133A2	MIR133A2
MIRN133B	MIR133B
MIRN134	MIR134
MIRN135-1	MIR135A1
MIRN135-2	MIR135A2
MIRN135A1	MIR135A1
MIRN135A2	MIR135A2
MIRN135B	MIR135B
MIRN136	MIR136
MIRN137	MIR137
MIRN138-1	MIR138-1
MIRN138-2	MIR138-2
MIRN139	MIR139
MIRN140	MIR140
MIRN141	MIR141
MIRN142	MIR142
MIRN143	MIR143
MIRN144	MIR144
MIRN145	MIR145
MIRN146	MIR146A
MIRN1468	MIR1468
MIRN1469	MIR1469
MIRN146A	MIR146A
MIRN146B	MIR146B
MIRN147	MIR147A
MIRN1470	MIR1470
MIRN1471	MIR1471
MIRN147B	MIR147B
MIRN148	MIR148A
MIRN148A	MIR148A
MIRN148B	MIR148B
MIRN149	MIR149
MIRN150	MIR150
MIRN151	MIR151A
MIRN152	MIR152
MIRN153-1	MIR153-1
MIRN153-2	MIR153-2
MIRN1537	MIR1537
MIRN1538	MIR1538
MIRN1539	MIR1539
MIRN154	MIR154
MIRN155	MIR155
MIRN15A	MIR15A
MIRN15B	MIR15B
MIRN16-1	MIR16-1
MIRN16-2	MIR16-2
MIRN17	MIR17
MIRN18	MIR18A
MIRN181A	MIR181A2
MIRN181A1	MIR181A1
MIRN181A2	MIR181A2
MIRN181B1	MIR181B1
MIRN181B2	MIR181B2
MIRN181C	MIR181C
MIRN181D	MIR181D
MIRN182	MIR182
MIRN1825	MIR1825
MIRN1827	MIR1827
MIRN183	MIR183
MIRN184	MIR184
MIRN185	MIR185
MIRN186	MIR186
MIRN187	MIR187
MIRN188	MIR188
MIRN18A	MIR18A
MIRN18B	MIR18B
MIRN190	MIR190A
MIRN1908	MIR1908
MIRN1909	MIR1909
MIRN190B	MIR190B
MIRN191	MIR191
MIRN1910	MIR1910
MIRN1911	MIR1911
MIRN1912	MIR1912
MIRN1913	MIR1913
MIRN1914	MIR1914
MIRN1915	MIR1915
MIRN192	MIR192
MIRN193	MIR193A
MIRN193A	MIR193A
MIRN193B	MIR193B
MIRN194-1	MIR194-1
MIRN194-2	MIR194-2
MIRN195	MIR195
MIRN196-1	MIR196A1
MIRN196-2	MIR196A2
MIRN196A1	MIR196A1
MIRN196A2	MIR196A2
MIRN196B	MIR196B
MIRN197	MIR197
MIRN198	MIR198
MIRN199A1	MIR199A1
MIRN199A2	MIR199A2
MIRN199B	MIR199B
MIRN19A	MIR19A
MIRN19B1	MIR19B1
MIRN19B2	MIR19B2
MIRN20	MIR20A
MIRN200A	MIR200A
MIRN200B	MIR200B
MIRN200C	MIR200C
MIRN202	MIR202
MIRN203	MIR203A
MIRN204	MIR204
MIRN205	MIR205
MIRN206	MIR206
MIRN208	MIR208A
MIRN208A	MIR208A
MIRN208B	MIR208B
MIRN20A	MIR20A
MIRN20B	MIR20B
MIRN21	MIR21
MIRN210	MIR210
MIRN211	MIR211
MIRN212	MIR212
MIRN213	MIR181A1
MIRN214	MIR214
MIRN215	MIR215
MIRN216	MIR216A
MIRN216A	MIR216A
MIRN216B	MIR216B
MIRN217	MIR217
MIRN218-1	MIR218-1
MIRN218-2	MIR218-2
MIRN219-1	MIR219A1
MIRN219-2	MIR219A2
MIRN22	MIR22
MIRN221	MIR221
MIRN222	MIR222
MIRN223	MIR223
MIRN224	MIR224
MIRN23A	MIR23A
MIRN23B	MIR23B
MIRN24-1	MIR24-1
MIRN24-2	MIR24-2
MIRN25	MIR25
MIRN26A1	MIR26A1
MIRN26A2	MIR26A2
MIRN26B	MIR26B
MIRN27A	MIR27A
MIRN27B	MIR27B
MIRN28	MIR28
MIRN29	MIR29A
MIRN296	MIR296
MIRN297	MIR297
MIRN298	MIR298
MIRN299	MIR299
MIRN29A	MIR29A
MIRN29B1	MIR29B1
MIRN29B2	MIR29B2
MIRN29C	MIR29C
MIRN300	MIR300
MIRN301	MIR301A
MIRN301A	MIR301A
MIRN301B	MIR301B
MIRN302	MIR302A
MIRN302A	MIR302A
MIRN302B	MIR302B
MIRN302C	MIR302C
MIRN302D	MIR302D
MIRN302E	MIR302E
MIRN302F	MIR302F
MIRN30A	MIR30A
MIRN30B	MIR30B
MIRN30C1	MIR30C1
MIRN30C2	MIR30C2
MIRN30D	MIR30D
MIRN30E	MIR30E
MIRN31	MIR31
MIRN32	MIR32
MIRN320	MIR320A
MIRN320A	MIR320A
MIRN320B1	MIR320B1
MIRN320B2	MIR320B2
MIRN320C1	MIR320C1
MIRN320C2	MIR320C2
MIRN320D1	MIR320D1
MIRN320D2	MIR320D2
MIRN323	MIR323A
MIRN324	MIR324
MIRN325	MIR325
MIRN326	MIR326
MIRN328	MIR328
MIRN329-1	MIR329-1
MIRN329-2	MIR329-2
MIRN33	MIR33A
MIRN330	MIR330
MIRN331	MIR331
MIRN335	MIR335
MIRN337	MIR337
MIRN338	MIR338
MIRN339	MIR339
MIRN33A	MIR33A
MIRN33B	MIR33B
MIRN340	MIR340
MIRN342	MIR342
MIRN345	MIR345
MIRN346	MIR346
MIRN34A	MIR34A
MIRN34B	MIR34B
MIRN34C	MIR34C
MIRN361	MIR361
MIRN362	MIR362
MIRN363	MIR363
MIRN365-1	MIR365A
MIRN365-2	MIR365B
MIRN367	MIR367
MIRN368	MIR376C
MIRN369	MIR369
MIRN370	MIR370
MIRN371	MIR371A
MIRN372	MIR372
MIRN373	MIR373
MIRN374	MIR374A
MIRN374A	MIR374A
MIRN374B	MIR374B
MIRN375	MIR375
MIRN376A	MIR376A1
MIRN376A1	MIR376A1
MIRN376A2	MIR376A2
MIRN376B	MIR376B
MIRN376C	MIR376C
MIRN377	MIR377
MIRN378	MIR378A
MIRN379	MIR379
MIRN380	MIR380
MIRN381	MIR381
MIRN382	MIR382
MIRN383	MIR383
MIRN384	MIR384
MIRN409	MIR409
MIRN410	MIR410
MIRN411	MIR411
MIRN412	MIR412
MIRN421	MIR421
MIRN422A	MIR422A
MIRN423	MIR423
MIRN424	MIR424
MIRN425	MIR425
MIRN429	MIR429
MIRN431	MIR431
MIRN432	MIR432
MIRN433	MIR433
MIRN448	MIR448
MIRN449	MIR449A
MIRN449A	MIR449A
MIRN449B	MIR449B
MIRN450	MIR450A1
MIRN450-1	MIR450A1
MIRN450-2	MIR450A2
MIRN450A1	MIR450A1
MIRN450A2	MIR450A2
MIRN450B	MIR450B
MIRN451	MIR451A
MIRN452	MIR452
MIRN453	MIR323B
MIRN454	MIR454
MIRN455	MIR455
MIRN483	MIR483
MIRN484	MIR484
MIRN485	MIR485
MIRN486	MIR486-1
MIRN487	MIR487A
MIRN487A	MIR487A
MIRN487B	MIR487B
MIRN488	MIR488
MIRN489	MIR489
MIRN490	MIR490
MIRN491	MIR491
MIRN492	MIR492
MIRN493	MIR493
MIRN494	MIR494
MIRN495	MIR495
MIRN496	MIR496
MIRN497	MIR497
MIRN498	MIR498
MIRN499	MIR499A
MIRN500	MIR500A
MIRN501	MIR501
MIRN502	MIR502
MIRN503	MIR503
MIRN504	MIR504
MIRN505	MIR505
MIRN506	MIR506
MIRN507	MIR507
MIRN508	MIR508
MIRN509	MIR509-1
MIRN509-1	MIR509-1
MIRN509-2	MIR509-2
MIRN509-3	MIR509-3
MIRN510	MIR510
MIRN511-1	MIR511
MIRN511-2	MIR511
MIRN512-1	MIR512-1
MIRN512-2	MIR512-2
MIRN513-1	MIR513A1
MIRN513-2	MIR513A2
MIRN513A-2	MIR513A2
MIRN513A1	MIR513A1
MIRN513A2	MIR513A2
MIRN513B	MIR513B
MIRN513C	MIR513C
MIRN514-1	MIR514A1
MIRN514-2	MIR514A2
MIRN514-3	MIR514A3
MIRN515-1	MIR515-1
MIRN515-2	MIR515-2
MIRN516-1	MIR516A1
MIRN516-2	MIR516A2
MIRN516-3	MIR516B2
MIRN516-4	MIR516B1
MIRN516A1	MIR516A1
MIRN516A2	MIR516A2
MIRN516B1	MIR516B1
MIRN516B2	MIR516B2
MIRN517A	MIR517A
MIRN517B	MIR517B
MIRN517C	MIR517C
MIRN518A-1	MIR518A1
MIRN518A-2	MIR518A2
MIRN518A1	MIR518A1
MIRN518A2	MIR518A2
MIRN518B	MIR518B
MIRN518C	MIR518C
MIRN518D	MIR518D
MIRN518E	MIR518E
MIRN518F	MIR518F
MIRN519A-1	MIR519A1
MIRN519A-2	MIR519A2
MIRN519A1	MIR519A1
MIRN519A2	MIR519A2
MIRN519B	MIR519B
MIRN519C	MIR519C
MIRN519D	MIR519D
MIRN519E	MIR519E
MIRN520A	MIR520A
MIRN520B	MIR520B
MIRN520C	MIR520C
MIRN520D	MIR520D
MIRN520E	MIR520E
MIRN520F	MIR520F
MIRN520G	MIR520G
MIRN520H	MIR520H
MIRN521-1	MIR521-1
MIRN521-2	MIR521-2
MIRN522	MIR522
MIRN523	MIR523
MIRN524	MIR524
MIRN525	MIR525
MIRN526A-1	MIR526A1
MIRN526A-2	MIR526A2
MIRN526A1	MIR526A1
MIRN526A2	MIR526A2
MIRN526B	MIR526B
MIRN527	MIR527
MIRN532	MIR532
MIRN539	MIR539
MIRN541	MIR541
MIRN542	MIR542
MIRN543	MIR543
MIRN544	MIR544A
MIRN545	MIR545
MIRN548A1	MIR548A1
MIRN548A2	MIR548A2
MIRN548A3	MIR548A3
MIRN548B	MIR548B
MIRN548C	MIR548C
MIRN548D1	MIR548D1
MIRN548D2	MIR548D2
MIRN548E	MIR548E
MIRN548F1	MIR548F1
MIRN548F2	MIR548F2
MIRN548F3	MIR548F3
MIRN548F4	MIR548F4
MIRN548F5	MIR548F5
MIRN548G	MIR548G
MIRN548H1	MIR548H1
MIRN548H2	MIR548H2
MIRN548H3	MIR548H3
MIRN548H4	MIR548H4
MIRN548I1	MIR548I1
MIRN548I2	MIR548I2
MIRN548I3	MIR548I3
MIRN548I4	MIR548I4
MIRN548J	MIR548J
MIRN548K	MIR548K
MIRN548L	MIR548L
MIRN548M	MIR548M
MIRN548N	MIR548N
MIRN548O	MIR548O
MIRN548P	MIR548P
MIRN549	MIR549A
MIRN550-1	MIR550A1
MIRN550-2	MIR550A2
MIRN551A	MIR551A
MIRN551B	MIR551B
MIRN552	MIR552
MIRN553	MIR553
MIRN554	MIR554
MIRN555	MIR555
MIRN556	MIR556
MIRN557	MIR557
MIRN558	MIR558
MIRN559	MIR559
MIRN561	MIR561
MIRN562	MIR562
MIRN563	MIR563
MIRN564	MIR564
MIRN567	MIR567
MIRN568	MIR568
MIRN569	MIR569
MIRN570	MIR570
MIRN571	MIR571
MIRN572	MIR572
MIRN573	MIR573
MIRN574	MIR574
MIRN575	MIR575
MIRN576	MIR576
MIRN577	MIR577
MIRN578	MIR578
MIRN579	MIR579
MIRN580	MIR580
MIRN581	MIR581
MIRN582	MIR582
MIRN583	MIR583
MIRN584	MIR584
MIRN585	MIR585
MIRN586	MIR586
MIRN587	MIR587
MIRN588	MIR588
MIRN589	MIR589
MIRN590	MIR590
